instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name,workingday_status,holiday_status,temp_actual,temp_group
722,2012-12-22,1,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749,Winter,Day-off,Non-holiday,4.494150999999999,Cold
723,2012-12-23,1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787,Winter,Day-off,Non-holiday,3.554150999999999,Cold
724,2012-12-24,1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920,Winter,Workday,Non-holiday,2.871288,Cold
725,2012-12-25,1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013,Winter,Day-off,Holiday,5.691288,Cold
726,2012-12-26,1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441,Winter,Workday,Non-holiday,3.4366509999999995,Cold
727,2012-12-27,1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114,Winter,Workday,Non-holiday,3.945848999999999,Cold
728,2012-12-28,1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,Winter,Workday,Non-holiday,3.9066509999999983,Cold
729,2012-12-29,1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341,Winter,Day-off,Non-holiday,3.9066509999999983,Cold
730,2012-12-30,1,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,Winter,Day-off,Non-holiday,4.024151,Cold
731,2012-12-31,1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,Winter,Workday,Non-holiday,2.144150999999999,Cold
